helm,permeability
"PEPTIDE1{L.G.Q.X683.A.X786.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.60119549
"PEPTIDE1{X375.X591.X166.L.P.Q.X2048}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69472715
"PEPTIDE1{X2669.X702.Q.X490.X201.Cha.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.85334123
"PEPTIDE1{R.L.G.Y.G.X305.X1350}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.95977009
"PEPTIDE1{F.R.dHpr.X2432.Y.Y.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.44276696
"PEPTIDE1{Y.G.Y.X1004.X201.Mono19.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.56004224
"PEPTIDE1{X261.L.Q.Y.L.X2328.X631}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.26164426
"PEPTIDE1{F.G.Aze.X1811.L.X824.X3004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.08526673
"PEPTIDE1{G.R.F.G.Y.Y.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.58113326
"PEPTIDE1{R.Q.Q.X809.G.X305.X255}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.66593903
"PEPTIDE1{R.L.G.(N->O)Val.Q.F.lalloHyp}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.83715272
"PEPTIDE1{G.G.R.F.X49.Mono19.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.86080097
"PEPTIDE1{P.Q.X956.X946.L.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94686846
"PEPTIDE1{G.G.X490.X534.R.X702.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.87023754
"PEPTIDE1{G.Y.Q.L.L.Mono107.dD}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.98608979
"PEPTIDE1{R.Q.X1980.G.Y.Q.X1811}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.82013362
"PEPTIDE1{Mono107.Y.G.G.X7.Q.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.20027895
"PEPTIDE1{X577.Y.X786.Mono106.X946.R.X1206}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.64523770
"PEPTIDE1{G.Mono50.L.L.P.X255.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.63355734
"PEPTIDE1{G.X49.L.P.Y.L.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.47044889
"PEPTIDE1{Q.X591.R.P.Y.G.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.29901680
"PEPTIDE1{dP.X2203.dHpr.G.X2465.X2669.X786}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.21613670
"PEPTIDE1{G.Y.Q.Q.P.Mono19.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.98863019
"PEPTIDE1{X930.Y.X946.X81.X1693.G.X1989}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62981551
"PEPTIDE1{Q.X6.dP.G.X2745.G.dS}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04037441
"PEPTIDE1{Mono106.Y.G.Y.R.Q.lalloHyp}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.36061565
"PEPTIDE1{am_G.G.X956.Mono60.R.G.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69950207
"PEPTIDE1{X786.Y.Q.X671.Q.X2329.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.54328856
"PEPTIDE1{Y.L.dNle.R.X204.X101.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.29727491
"PEPTIDE1{L.X1004.X136.F.G.L.X1213}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89123162
"PEPTIDE1{Q.F.Q.P.dD.R.X2328}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.21824860
"PEPTIDE1{X956.X2432.F.R.X233.(N->O)Tyr.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.05325899
"PEPTIDE1{Aze.dHpr.F.Q.G.X569.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69232670
"PEPTIDE1{Q.P.L.L.P.X956.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13428685
"PEPTIDE1{P.G.Q.X786.R.Mono50.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.03821357
"PEPTIDE1{dP.X956.Phe(CHF2).Phe(CHF2).X11.X786.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13800998
"PEPTIDE1{Q.Y.L.L.X490.X905.X1702}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.15176487
"PEPTIDE1{Y.X233.P.Trp(5-Br).lalloHyp.X1038.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02477741
"PEPTIDE1{G.A.P.X2577.L.F.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89302385
"PEPTIDE1{G.G.G.Mono107.Q.X3004.X1038}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.30606502
"PEPTIDE1{X1752.dR.Y.X375.F.R.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.52189296
"PEPTIDE1{L.P.Q.X1004.dP.X1206.lalloHyp}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.55637502
"PEPTIDE1{X187.R.Y.X1231.Y.Q.dS}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.48792154
"PEPTIDE1{L.Q.F.X956.Q.X196.X591}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.52002826
"PEPTIDE1{F.X49.X305.Q.Trp(7-Br).am_G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.53807798
"PEPTIDE1{X1802.X2225.meW.Aze.P.P.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94466938
"PEPTIDE1{Q.P.X1800.dHpr.P.P.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.57222416
"PEPTIDE1{L.G.P.P.G.X2669.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.37881444
"PEPTIDE1{Gln(Me).Q.X1811.A.P.X956.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.91245507
"PEPTIDE1{L.R.Q.Mono19.X2793.X1410.X569}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.22073769
"PEPTIDE1{G.X1457.Y.dP.Y.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.45021173
"PEPTIDE1{X1802.Y.X2791.X2791.X1020.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.52594845
"PEPTIDE1{Mono106.X2432.Y.G.R.X6.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.03870314
"PEPTIDE1{dHpr.G.G.X1004.G.X591.(N->O)Tyr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.17459240
"PEPTIDE1{F.F.F.Q.Y.Q.X232}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62722012
"PEPTIDE1{Q.Aze.Q.Q.L.X577.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.59352010
"PEPTIDE1{Q.X2285.Mono106.F.X946.X2258.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.92997432
"PEPTIDE1{Q.X1350.P.G.X2432.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.48640887
"PEPTIDE1{L.X946.X612.Y.R.X2391.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02643595
"PEPTIDE1{Y.X956.G.P.R.Y.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.28198917
"PEPTIDE1{X3004.G.(N->O)Val.Y.G.X2432.X490}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.58167989
"PEPTIDE1{X2258.X2461.Y.G.G.X1004.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78771470
"PEPTIDE1{L.X305.Mono50.X1004.Phe(CHF2).P.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.36511790
"PEPTIDE1{X7.G.dP.X2432.Q.X1004.X1029}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.10665654
"PEPTIDE1{R.L.X261.G.X785.Q.A}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.40195466
"PEPTIDE1{F.A.Q.L.X2461.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.24089006
"PEPTIDE1{R.X786.F.G.X956.X1811.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.87203815
"PEPTIDE1{X905.X299.F.X305.X946.X946.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.36178701
"PEPTIDE1{G.Q.G.L.G.F.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.90311259
"PEPTIDE1{X2432.Mono63.X1457.X2432.X956.G.X255}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.03576892
"PEPTIDE1{G.Q.X375.G.X786.G.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.23278705
"PEPTIDE1{G.Q.d(N->O)Gly(allyl).F.Mono106.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.39387249
"PEPTIDE1{F.F.Q.X2285.Q.X314.X2432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13358534
"PEPTIDE1{F.G.L.Q.G.P.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.10385392
"PEPTIDE1{X1004.(N->O)Tyr.X1800.L.L.P.X652}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.87471108
"PEPTIDE1{dHpr.X1029.L.L.X2258.X822.Me_3-Pal}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.25513048
"PEPTIDE1{F.X201.X2461.G.Aze.G.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78639091
"PEPTIDE1{G.Bal.G.Q.Y.Q.X577}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02006454
"PEPTIDE1{X229.X2432.dPhe(2-F).L.P.X1788.meL}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.43126858
"PEPTIDE1{Q.R.X1813.X946.P.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.15204739
"PEPTIDE1{Y.Q.Q.G.X1895.X2501.(N->O)Tyr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.68048132
"PEPTIDE1{Hph(3-Cl).Q.X1829.G.X2461.A.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65364435
"PEPTIDE1{Q.Aze.L.Q.A.P.Mono106}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69326316
"PEPTIDE1{X916.R.G.dP.R.X49.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.11358118
"PEPTIDE1{L.G.P.X2461.d(N->O)Gly(allyl).R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.74874539
"PEPTIDE1{dHpr.A.X490.Q.L.Y.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.25745143
"PEPTIDE1{P.A.G.Y.(N->O)Val.Q.X255}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.90502659
"PEPTIDE1{X1788.G.L.Mono51.Y.X2328.d(N->O)aIle}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.25533711
"PEPTIDE1{Q.X111.Q.L.G.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.67844000
"PEPTIDE1{G.X1395.Q.X1207.X1190.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.76247734
"PEPTIDE1{G.P.dNle.Aze.X1004.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.81903234
"PEPTIDE1{X2432.L.X1788.X2432.X261.Mono50.X1029}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.33643917
"PEPTIDE1{G.X1661.X786.R.L.X297.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62879426
"PEPTIDE1{G.X314.X305.X569.F.X1038.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.82897023
"PEPTIDE1{L.Q.X2461.X11.G.X46.X232}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.82304108
"PEPTIDE1{L.dR.L.Q.R.X81.X946}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.96752192
"PEPTIDE1{G.Y.X946.X315.F.X2432.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.12677273
"PEPTIDE1{X1895.G.X2527.G.G.X1004.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.37288085
"PEPTIDE1{Q.X305.R.Q.Q.Q.meL}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62185262
"PEPTIDE1{Q.X255.Mono51.A.d(N->O)Gly(allyl).X2432.X2432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.57407977
"PEPTIDE1{X569.Mono50.Mono106.P.G.X255.X591}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.35548847
"PEPTIDE1{Y.Q.G.P.(N->O)Tyr.Q.X305}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.74167310
"PEPTIDE1{Y.L.X1664.Y.L.X233.X537}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.86021975
"PEPTIDE1{Q.X232.lalloHyp.X956.X46.Y.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88562163
"PEPTIDE1{X196.X2719.dPhe(2-F).L.Q.Cha.X255}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.48464334
"PEPTIDE1{G.meL.X2432.P.X1393.Q.X49}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.85583364
"PEPTIDE1{Y.Q.X956.P.P.X1395.X1918}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.85297017
"PEPTIDE1{X6.P.X683.G.R.Y.X1664}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.17644186
"PEPTIDE1{G.G.L.L.P.X1010.am_G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.42123342
"PEPTIDE1{X2432.G.F.L.Q.X1010.X3011}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.36674022
"PEPTIDE1{L.X1395.P.R.X233.X956.meW}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.91024424
"PEPTIDE1{X490.X1010.X2327.X232.dNle.R.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04032002
"PEPTIDE1{dP.F.Trp(7-Br).G.X2461.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56758448
"PEPTIDE1{Q.dR.X1010.X1457.X3004.P.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.06694780
"PEPTIDE1{Q.Q.R.Q.G.X956.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.32751296
"PEPTIDE1{R.P.F.Y.F.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.19007779
"PEPTIDE1{X2432.R.X1811.Y.G.L.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.80738949
"PEPTIDE1{R.Y.X1749.X2577.Cha.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.44905548
"PEPTIDE1{X504.am_G.X956.A.(N->O)Tyr.X612.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.79369609
"PEPTIDE1{Q.X591.A.L.X1004.G.X2285}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.26456915
"PEPTIDE1{Q.X2403.X591.Q.X1895.X2328.dHpr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.34498309
"PEPTIDE1{X945.G.dR.R.F.Mono19.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.08106076
"PEPTIDE1{Y.G.Q.L.X504.Y.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.07435977
"PEPTIDE1{G.X233.G.X3004.G.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.39372493
"PEPTIDE1{X2327.Mono16.G.X2432.Cha.X425.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.03907907
"PEPTIDE1{L.G.A.P.G.X1829.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.93968517
"PEPTIDE1{X1707.X277.Y.am_G.X1058.X305.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.46270029
"PEPTIDE1{X2442.X956.lalloHyp.P.X2328.X49.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.45219245
"PEPTIDE1{G.Y.HOCOCH2_Bal.X981.X2432.dP.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.53821837
"PEPTIDE1{HOCOCH2_Bal.(N->O)Tyr.L.G.G.X956.X1206}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13076053
"PEPTIDE1{Q.X1457.L.X2432.G.R.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62121024
"PEPTIDE1{Q.X1811.L.Q.X2329.X305.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.54735359
"PEPTIDE1{R.P.Y.dHpr.F.X175.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.33202111
"PEPTIDE1{dHpr.Y.X164.P.X1811.X956.X573}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.71484309
"PEPTIDE1{P.lalloHyp.X11.R.X2391.A.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.86333436
"PEPTIDE1{G.dP.P.F.Q.X1941.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.07778582
"PEPTIDE1{Q.L.Y.X1918.X2113.X946.X11}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.77821755
"PEPTIDE1{G.X425.Q.Q.F.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.38244661
"PEPTIDE1{Mono106.X1664.X1004.Mono106.Q.Mono50.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.53585007
"PEPTIDE1{Q.G.Q.Q.X233.X1956.X1829}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84173483
"PEPTIDE1{Mono19.P.X2577.X233.Ala(5-Tet).X905.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97757269
"PEPTIDE1{Phe(CHF2).X1588.L.X786.Q.X1796.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84997098
"PEPTIDE1{P.G.F.A.G.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.11385627
"PEPTIDE1{X1393.G.X2432.L.G.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.96604559
"PEPTIDE1{X591.X255.X255.X233.P.X1004.dA}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.09070420
"PEPTIDE1{G.X2285.X956.Y.Mono16.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.18910867
"PEPTIDE1{X3004.G.Y.X2258.Q.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.16835943
"PEPTIDE1{R.G.Q.L.G.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.27886630
"PEPTIDE1{L.P.X11.X391.R.dP.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.68114566
"PEPTIDE1{F.dR.X2432.X569.Q.X786.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.27612167
"PEPTIDE1{X2432.X1989.F.X255.G.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.34668724
"PEPTIDE1{L.Q.G.X1768.meL.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65046244
"PEPTIDE1{X1004.d3-Pal.P.Y.X490.X1664.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.57236271
"PEPTIDE1{X785.dHpr.X1811.R.L.R.X2217}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.11138278
"PEPTIDE1{X1664.G.L.Mono107.Q.Q.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.16492843
"PEPTIDE1{Q.Q.X195.P.X2432.X1811.X490}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.10680571
"PEPTIDE1{G.Q.F.X1661.Y.Aze.X981}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65588849
"PEPTIDE1{X232.L.Mono50.Y.X2662.Y.X233}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.92368810
"PEPTIDE1{P.G.X204.Y.Y.X2432.X2432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88258530
"PEPTIDE1{G.dPhe(2-F).G.Y.Q.X946.X2461}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.60210070
"PEPTIDE1{X315.G.Q.Q.Y.X1720.Trp(7-Br)}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.64401801
"PEPTIDE1{G.L.Y.X1393.L.F.X725}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.16448455
"PEPTIDE1{X1664.Y.X3004.Q.X786.Y.X233}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.40463279
"PEPTIDE1{Y.Mono51.G.X916.X2793.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69517570
"PEPTIDE1{X1664.X2328.Bal.L.G.X1457.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.41212804
"PEPTIDE1{X2258.X1393.R.X3004.X822.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.52787087
"PEPTIDE1{Y.R.(N->O)Val.G.Q.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.09349353
"PEPTIDE1{Q.G.G.X1540.G.X1457.X261}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.55535284
"PEPTIDE1{Y.X785.L.L.X2339.R.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.22029086
"PEPTIDE1{G.F.L.L.G.A.X261}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.95463816
"PEPTIDE1{F.X2747.Q.Y.G.R.X490}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.51205730
"PEPTIDE1{Q.L.G.Y.L.F.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.18204004
"PEPTIDE1{G.X591.X1004.A.Q.L.X2403}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.36917516
"PEPTIDE1{X2432.X2432.G.F.R.X2432.lalloHyp}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.64376042
"PEPTIDE1{L.A.R.R.X2258.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.21551021
"PEPTIDE1{G.X1004.Q.G.X2577.X1004.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.38895101
"PEPTIDE1{X375.Y.L.F.X2432.X1788.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.01639025
"PEPTIDE1{Y.Q.Y.G.am_G.P.dHpr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04515034
"PEPTIDE1{G.R.X534.X1743.Y.dPhe(2-F).Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.03068000
"PEPTIDE1{Y.P.X299.P.X1294.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.41581286
"PEPTIDE1{R.Q.X1956.Q.Q.dP.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13860096
"PEPTIDE1{G.am_G.Y.F.P.meW.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.05947015
"PEPTIDE1{X1004.Q.X786.X255.(N->O)Val.R.X1664}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.33782158
"PEPTIDE1{L.X956.G.X2432.X375.Y.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.39862107
"PEPTIDE1{P.Y.P.Mono51.F.X3004.X490}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56887541
"PEPTIDE1{G.P.X1457.X1777.Cit.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.76252964
"PEPTIDE1{A.P.X2577.G.X785.G.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.10466991
"PEPTIDE1{Q.Q.Mono107.X946.Q.G.Aze}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62999385
"PEPTIDE1{X49.X824.dS.X2048.F.Y.Mono107}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.09754131
"PEPTIDE1{Q.X786.X2432.Y.X956.L.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.87993989
"PEPTIDE1{P.Q.Y.X2432.G.Mono106.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02763375
"PEPTIDE1{R.X2432.X2577.G.F.X956.X2391}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.95215117
"PEPTIDE1{X1811.X1837.Q.F.X1206.R.X946}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78689582
"PEPTIDE1{P.X946.G.P.G.X233.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.76544448
"PEPTIDE1{X1206.Y.G.X1777.A.dHpr.X2391}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.29065714
"PEPTIDE1{X591.A.Y.P.R.X1294.X1811}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.49629830
"PEPTIDE1{G.dP.Y.L.X196.X255.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89664466
"PEPTIDE1{G.Y.X2747.P.X956.X1707.X2461}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65179728
